id,state,start_date,end_date,methodology,sample_size,pollster,population,national,generic_candidates,other_pct,undecided_pct,margin_of_error,undecided_and_other_pct,partisan_flag,tracking
140018,NV,9/7/2010,9/9/2010,RDD,625,Mason-Dixon,LV,0,0,1,6,,,,
140021,NC,9/8/2010,9/8/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,7,,,,
140024,MO,9/7/2010,9/7/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,2,,,,
140025,WV,9/8/2010,9/8/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,,,,
140029,KY,9/7/2010,9/7/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,,,,
140039,GA,9/10/2010,9/12/2010,RDD,599,SurveyUSA,LV,0,0,6,4,,,,
140044,CA,9/11/2010,9/11/2010,,1000,Fox News (Pulse Opinion Research),LV,0,0,4,6,3,,,
140046,OH,9/11/2010,9/11/2010,,1000,Fox News (Pulse Opinion Research),LV,0,0,3,8,3,,,
140048,PA,9/11/2010,9/11/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,4,7,3,,,
140050,NV,9/11/2010,9/11/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,2,3,,,
140052,FL,9/11/2010,9/11/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,4,6,3,,,
140055,CT,9/8/2010,9/12/2010,RDD,875,Quinnipiac,LV,0,0,1,3,3.3,,,
140056,WA,9/9/2010,9/12/2010,,501,Elway,LV,0,0,,,4.5,,,
140076,NV,9/10/2010,9/12/2010,RDD,600,Ipsos,RV,0,0,3,13,4,,,
140077,NV,9/10/2010,9/12/2010,RDD,463,Ipsos,LV,0,0,3,8,4.6,,,
140083,DE,9/11/2010,9/12/2010,,958,PPP,LV,0,0,,16,3.2,,,
140084,OH,9/13/2010,9/13/2010,,641,SurveyUSA,LV,0,0,7,4,,,,
140085,OH,9/13/2010,9/13/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,8,4,,,
140086,NV,9/13/2010,9/13/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,
140087,NC,9/10/2010,9/13/2010,,582,SurveyUSA,LV,0,0,6,2,4.1,,,
140088,KY,9/11/2010,9/12/2010,,959,PPP,LV,0,0,,9,3.2,,,
140089,VT,9/13/2010,9/13/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4.5,,,
140096,FL,9/10/2010,9/12/2010,RDD,486,Ipsos,LV,0,0,,,4.6,13,,
140097,FL,9/10/2010,9/12/2010,RDD,600,Ipsos,RV,0,0,,17,4,,,
140103,NV,9/10/2010,9/14/2010,RDD,789,CNN / Opinion Research,LV,0,0,5,,3.5,12,,
140104,NV,9/10/2010,9/14/2010,RDD,1295,CNN / Opinion Research,RV,0,0,7,,3,17,,
140107,OH,9/10/2010,9/14/2010,RDD,820,CNN / Opinion Research,LV,0,0,4,2,3.5,,,
140108,OH,9/10/2010,9/14/2010,RDD,1351,CNN / Opinion Research,RV,0,0,6,3,3,,,
140111,NH,9/11/2010,9/12/2010,,1959,PPP,LV,0,0,,9,2.2,,,
140112,WA,9/10/2010,9/14/2010,RDD,906,CNN / Opinion Research,LV,0,0,2,1,3.5,,,
140113,WA,9/10/2010,9/14/2010,RDD,1340,CNN / Opinion Research,RV,0,0,4,2,3,,,
140114,FL,9/14/2010,9/14/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4,,,
140115,PA,9/13/2010,9/13/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,8,4,,,
140117,CO,9/14/2010,9/14/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,3,4,,,
140123,IL,9/7/2010,9/7/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,14,9,,,,
140124,NH,9/15/2010,9/15/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,4,,,
140125,DE,9/15/2010,9/15/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,4,,,
140126,DE,9/11/2010,9/12/2010,IVR,958,PPP,LV,0,0,,20,,,,
140128,AR,9/12/2010,9/12/2010,,625,Mason-Dixon,LV,0,0,4,11,4,,,
140130,OR,9/12/2010,9/14/2010,IVR,562,SurveyUSA,LV,0,0,4,3,4.2,,,
140139,WA,9/14/2010,9/14/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,2,4,,,
140146,WI,9/15/2010,9/15/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,4,4,,,
140147,OH,9/9/2010,9/14/2010,RDD,730,Quinnipiac,LV,0,0,1,9,3.6,,,
140149,IN,9/14/2010,9/15/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,8,9,4.5,,,
140152,ID,9/1/2010,9/9/2010,,1347,Qualtrics,RV,0,0,10,,,,,
140154,GA,9/16/2010,9/16/2010,IVR,632,InsiderAdvantage,LV,0,0,5,9,3.6,,,
140156,MD,9/15/2010,9/15/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,4,4.5,,,
140161,AR,9/16/2010,9/16/2010,IVR,573,Hendrix College,LV,0,0,7,8,4,,,
140163,PA,9/14/2010,9/16/2010,RDD,600,Critical Insights,LV,0,0,,24,4,,,
140164,KS,9/14/2010,9/16/2010,IVR,602,SurveyUSA,LV,0,0,7,2,3.9,,,
140165,UT,9/7/2010,9/13/2010,,600,Dan Jones,LV,0,0,6,17,4,,,
140168,GA,9/13/2010,9/15/2010,,625,Mason-Dixon,LV,0,0,,,,,,
140170,CA,9/14/2010,9/16/2010,IVR,630,PPP,LV,0,0,,8,3.9,,,
140171,PA,9/15/2010,9/16/2010,IVR,912,Municipoll,LV,0,0,,19,3.2,,,
140172,LA,9/19/2010,9/19/2010,IVR,1232,Magellan,LV,0,0,4,9,2.8,,,
140173,AK,8/27/2010,8/28/2010,,1306,PPP,LV,0,0,,6,2.7,,,
140174,WV,9/19/2010,9/19/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,1,5,4,,,
140175,NY,9/16/2010,9/16/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,7,4.5,,,
140176,AK,9/19/2010,9/19/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,5,4.5,,,
140186,CA,9/18/2010,9/18/2010,,1000,Fox News (Pulse Opinion Research),LV,0,0,3,4,3,,,
140187,NV,9/18/2010,9/18/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,4,4,3,,,
140188,DE,9/18/2010,9/18/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,2,5,3,,,
140189,DE,9/18/2010,9/18/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,9,10,3,,,
140190,PA,9/18/2010,9/18/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,4,8,3,,,
140192,OH,9/18/2010,9/18/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,11,3,,,
140196,WI,6/9/2010,7/10/2010,RDD,466,Badger Poll,RV,0,0,,51,,,,
140197,WI,6/9/2010,7/10/2010,RDD,500,Badger Poll,A,0,0,,55,,,,
140205,ID,9/13/2010,9/15/2010,RDD,625,Mason-Dixon,LV,0,0,3,19,4,,,
140213,PA,9/15/2010,9/19/2010,RDD,684,Quinnipiac,LV,0,0,,7,3.8,,,
140215,CA,9/20/2010,9/20/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,6,4,,,
140218,AR,9/17/2010,9/19/2010,RDD,436,Ipsos,LV,0,0,,,4.7,,,
140220,NY,9/16/2010,9/16/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,5,6,,,,
140221,NY,9/16/2010,9/16/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,4,,,,
140222,IL,9/21/2010,9/21/2010,RDD,750,Rasmussen (Pulse Opinion Research),LV,0,0,8,,,8,,
140223,CA,9/19/2010,9/21/2010,IVR,610,SurveyUSA,LV,0,0,,,4,,,
140226,WV,9/18/2010,9/19/2010,IVR,1397,PPP,LV,0,0,,10,2.6,,,
140227,IL,9/13/2010,9/13/2010,IVR,1379,We Ask America,LV,0,0,6,,2.64,18,R,
140228,CO,9/17/2010,9/21/2010,RDD,860,CNN / Opinion Research,LV,0,0,4,3,3.5,,,
140229,CO,9/17/2010,9/21/2010,RDD,1334,CNN / Opinion Research,RV,0,0,5,4,2.5,,,
140230,DE,9/17/2010,9/21/2010,RDD,703,CNN / Opinion Research,LV,0,0,4,2,3.5,,,
140231,DE,9/17/2010,9/21/2010,RDD,1366,CNN / Opinion Research,RV,0,0,5,2,2.5,,,
140232,PA,9/17/2010,9/21/2010,RDD,741,CNN / Opinion Research,LV,0,0,4,3,3.5,,,
140233,PA,9/17/2010,9/21/2010,RDD,1306,CNN / Opinion Research,RV,0,0,5,5,2.5,,,
140234,WI,9/17/2010,9/21/2010,RDD,963,CNN / Opinion Research,LV,0,0,2,2,3,,,
140235,WI,9/17/2010,9/21/2010,RDD,1366,CNN / Opinion Research,RV,0,0,3,3,2.5,,,
140236,WI,9/18/2010,9/19/2010,IVR,677,PPP,LV,0,0,,7,,,,
140237,AR,9/17/2010,9/19/2010,RDD,600,Ipsos,RV,0,0,1,13,4,,,
140240,MO,9/21/2010,9/21/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,
140243,NY,9/16/2010,9/17/2010,RDD,801,Siena,RV,0,0,,12,3.5,,,
140244,NY,9/16/2010,9/17/2010,RDD,801,Siena,RV,0,0,,6,3.5,,,
140247,NY,9/20/2010,9/21/2010,IVR,572,SurveyUSA,LV,0,0,8,4,4.2,,,
140248,NY,9/20/2010,9/21/2010,IVR,572,SurveyUSA,LV,0,0,10,3,4.2,,,
140250,NY,9/16/2010,9/20/2010,,751,Quinnipiac,LV,0,0,2,9,3.6,,,
140251,NY,9/16/2010,9/20/2010,,751,Quinnipiac,LV,0,0,1,7,3.6,,,
140261,WA,9/19/2010,9/21/2010,IVR,609,SurveyUSA,LV,0,0,,3,4.1,,,
140264,DE,9/17/2010,9/21/2010,RDD,703,CNN / Opinion Research,LV,0,0,7,2,3.5,,,
140265,DE,9/17/2010,9/21/2010,RDD,1507,CNN / Opinion Research,RV,0,0,6,2,2.5,,,
140273,CA,9/14/2010,9/21/2010,RDD,599,Field Poll,LV,0,0,,,4.1,18,,
140274,NV,9/20/2010,9/22/2010,RDD,625,Mason-Dixon,LV,0,0,2,8,4,,,
140276,PA,9/18/2010,9/23/2010,Listed Sample,445,Muhlenberg,LV,0,0,,,5,14,,
140277,DE,9/26/2010,9/26/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,5,5,4.5,,,
140278,CT,9/26/2010,9/26/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,3,4.5,,,
140281,IA,9/19/2010,9/22/2010,,550,Selzer,LV,0,0,,,4.2,9,,
140285,OH,9/16/2010,9/20/2010,,852,U. of Cincinnati / Ohio Poll,LV,0,0,,5,3.4,,,
140286,GA,9/21/2010,9/21/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,6,4.5,,,
140287,ND,9/20/2010,9/21/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,5,4.5,,,
140288,SC,9/22/2010,9/22/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,10,5,4.5,,,
140289,AL,9/21/2010,9/21/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,8,4.5,,,
140293,CA,9/15/2010,9/22/2010,,1511,USC,A,0,0,1,7,,,,
140294,CA,9/15/2010,9/22/2010,,838,USC,LV,0,0,0,4,3.3,,,
140297,FL,9/20/2010,9/22/2010,RDD,625,Mason-Dixon,LV,0,0,,9,4,,,
140300,KY,9/21/2010,9/23/2010,IVR,611,SurveyUSA,LV,0,0,,4,4,,,
140308,NH,9/22/2010,9/26/2010,,800,American Research Group,LV,0,0,2,20,3.5,,,
140311,PA,9/21/2010,9/21/2010,IVR,1430,Magellan,LV,0,0,2,7,2.6,,,
140314,WV,9/27/2010,9/27/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4.5,,,
140316,CT,9/21/2010,9/26/2010,,1083,Quinnipiac,LV,0,0,1,4,3,,,
140317,WA,9/25/2010,9/25/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,2,3,3,,,
140319,OH,9/25/2010,9/25/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,11,3,,,
140320,WI,9/25/2010,9/25/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,1,3,3,,,
140322,CO,9/25/2010,9/25/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,5,5,3,,,
140325,IL,9/25/2010,9/25/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,9,9,3,,,
1501001,NY,9/19/2010,9/22/2010,Listed Sample,617,Marist,LV,0,0,,4,4,,,
1501002,NY,9/19/2010,9/22/2010,Listed Sample,915,Marist,RV,0,0,,9,3.5,,,
1501003,NY,9/19/2010,9/22/2010,Listed Sample,617,Marist,LV,0,0,,3,4,,,
1501004,NY,9/19/2010,9/22/2010,Listed Sample,915,Marist,RV,0,0,,5,3.5,,,
1501007,OH,9/23/2010,9/25/2010,RDD,440,Ipsos,LV,0,0,,,4.7,,,
1501009,PA,9/24/2010,9/27/2010,RDD,500,Suffolk,RV,0,0,,,4.4,,,
1501011,GA,9/27/2010,9/27/2010,IVR,412,InsiderAdvantage,RV,0,0,,,5,,,
1501017,IL,9/23/2010,9/26/2010,,470,PPP,LV,0,0,11,13,4.5,,,
1501018,PA,9/23/2010,9/26/2010,,800,Susquehanna,LV,0,0,,11,3.5,,,
1501019,PA,9/20/2010,9/26/2010,RDD,436,Franklin & Marshall,LV,0,0,1,32,4.7,,,
1501020,PA,9/20/2010,9/26/2010,RDD,606,Franklin & Marshall,RV,0,0,,39,4,,,
1501025,CO,9/27/2010,9/27/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4,,,
1501027,IA,9/23/2010,9/23/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,5,4.5,,,
1501029,WA,9/28/2010,9/28/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,4,,,
1501031,AK,9/24/2010,9/25/2010,,300,Craciun Research,LV,0,0,,10,5.7,,,
1501033,CA,9/19/2010,9/26/2010,RDD,1104,PPIC,LV,0,0,6,17,3.6,,,
1501034,FL,9/23/2010,9/28/2010,RDD,1151,Quinnipiac,LV,0,0,,3,2.9,,,
1501035,NV,9/28/2010,9/28/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,1,4,,,
1501036,NC,9/23/2010,9/26/2010,IVR,681,PPP,LV,0,0,4,11,3.8,,,
1501039,IL,9/24/2010,9/28/2010,,828,CNN / Opinion Research,LV,0,0,8,4,3.5,,,
1501040,IL,9/24/2010,9/28/2010,,1360,CNN / Opinion Research,RV,0,0,8,6,2.5,,,
1501041,AK,9/24/2010,9/28/2010,,927,CNN / Opinion Research,LV,0,0,,2,3,,,
1501042,AK,9/24/2010,9/28/2010,,1331,CNN / Opinion Research,RV,0,0,,3,2.5,,,
1501045,CA,9/24/2010,9/28/2010,,786,CNN / Opinion Research,LV,0,0,,2,3.5,,,
1501046,CA,9/24/2010,9/28/2010,,1325,CNN / Opinion Research,RV,0,0,,3,2.5,,,
1501049,FL,9/24/2010,9/28/2010,,786,CNN / Opinion Research,LV,0,0,1,3,3.5,,,
1501051,FL,9/24/2010,9/28/2010,,1352,CNN / Opinion Research,RV,0,0,1,4,2.5,,,
1501054,FL,9/28/2010,9/28/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,5,4,,,
1501056,OH,9/27/2010,9/27/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,6,4.5,,,
1501057,OK,9/23/2010,9/23/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4.5,,,
1501059,KY,9/29/2010,9/29/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,5,8,4.5,,,
1501061,AK,9/23/2010,9/27/2010,RDD,573,Ivan Moore,LV,0,0,1,5,4.1,,,
1501072,NH,9/23/2010,9/29/2010,RDD,472,UNH,LV,0,0,2,12,4.5,,,
1501142,WI,9/29/2010,9/29/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,2,4,,,
1501148,SC,9/30/2010,9/30/2010,IVR,634,Crantford & Associates,RV,0,0,,21,3.9,,,
1501150,MD,9/22/2010,9/26/2010,,730,ABC/Post,LV,0,0,,10,4,,,
1501151,MD,9/22/2010,9/26/2010,,1196,ABC/Post,RV,0,0,,,3.5,,,
1501154,AR,9/30/2010,9/30/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,5,4.5,,,
1501157,CO,9/28/2010,9/30/2010,IVR,647,SurveyUSA,LV,0,0,,1,3.9,,,
1501158,WI,9/26/2010,9/28/2010,Listed Sample,503,Marist,LV,0,0,,3,4.5,,,
1501159,WI,9/26/2010,9/28/2010,Listed Sample,806,Marist,RV,0,0,1,11,3.5,,,
1501162,IL,9/24/2010,9/28/2010,,600,Market Shares,LV,0,0,9,17,4,,,
1501167,PA,9/29/2010,9/29/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,7,4,,,
1501182,CA,9/30/2010,9/30/2010,,670,SurveyUSA,LV,0,0,9,2,3.9,,,
1501185,FL,9/27/2010,9/30/2010,,800,Public Opinion Strategies,LV,0,0,,,3.46,,R,0
1501188,IL,9/27/2010,10/3/2010,,500,Suffolk,LV,0,0,7,10,4.4,,,
1501190,CT,9/30/2010,10/2/2010,IVR,810,PPP,LV,0,0,,7,3.4,,,
1501191,AZ,10/3/2010,10/3/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,8,6,4.5,,,
1501193,CA,10/3/2010,10/3/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,5,4,,,
1501194,IL,9/26/2010,9/29/2010,,900,Fulcrum Campaign Strategies,LV,0,0,2,22,3.3,,R,
1501197,CO,10/3/2010,10/3/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,4,4,,,
1501199,FL,9/27/2010,9/29/2010,,802,Zogby (telephone),RV,0,0,1,9,3.5,,,
1501203,CT,10/3/2010,10/3/2010,IVR,1623,Merriman River Group,LV,0,0,,3,2.4,,,
1501205,WV,10/2/2010,10/2/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,6,3,,,
1501206,CT,10/2/2010,10/2/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,4,3,,,
1501207,NV,10/2/2010,10/2/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,4,0,3,,,
1501209,MO,10/2/2010,10/2/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,5,3,3,,,
1501210,OH,10/2/2010,10/2/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,2,8,3,,,
1501212,CO,9/30/2010,10/2/2010,,834,PPP,LV,0,0,,9,3.4,,,
1501214,IN,9/29/2010,10/1/2010,,500,EPIC/MRA,LV,0,0,5,,4.4,,,
1501219,CA,10/2/2010,10/4/2010,RDD,600,Ipsos,RV,0,0,2,8,,,,
1501220,CA,10/2/2010,10/4/2010,IVR,448,Ipsos,LV,0,0,2,4,4.7,,,
1501224,OH,9/24/2010,9/26/2010,RDD,600,Ipsos,RV,0,0,1,20,4,,,
1501227,IL,10/4/2010,10/4/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,,,,,
1501230,PA,9/28/2010,10/4/2010,RDD,577,Muhlenberg,LV,0,0,,,4,,,
1501234,DE,9/16/2010,9/30/2010,,729,U. of Delaware,RV,0,0,,13,,,,
1501237,HI,10/2/2010,10/3/2010,IVR,1326,PPP,LV,0,0,,6,2.7,,,
1501238,OH,9/29/2010,10/3/2010,,1025,Quinnipiac,LV,0,0,,8,3.1,,,
1501252,WV,10/5/2010,10/5/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,5,4,,,
1501256,NY,10/1/2010,10/3/2010,IVR,592,PPP,LV,0,0,,10,4,,,
1501257,NY,10/1/2010,10/3/2010,IVR,592,PPP,LV,0,0,,3,4,,,
1501262,CT,10/1/2010,10/5/2010,,773,CNN / Opinion Research,LV,0,0,3,2,3.5,,,
1501263,CT,10/1/2010,10/5/2010,,1277,CNN / Opinion Research,RV,0,0,5,2,2.5,,,
1501264,MO,10/1/2010,10/5/2010,,1389,CNN / Opinion Research,RV,0,0,6,4,2.5,,,
1501265,MO,10/1/2010,10/5/2010,,832,CNN / Opinion Research,LV,0,0,4,3,3.5,,,
1501267,NV,10/1/2010,10/5/2010,,789,CNN / Opinion Research,LV,0,0,7,,3.5,,,
1501268,NV,10/1/2010,10/5/2010,,1300,CNN / Opinion Research,RV,0,0,9,1,2.5,,,
1501270,NY,10/1/2010,10/5/2010,,585,CNN / Opinion Research,LV,0,0,3,2,4,,,
1501271,NY,10/1/2010,10/5/2010,,1315,CNN / Opinion Research,RV,0,0,4,3,2.5,,,
1501272,NY,10/1/2010,10/5/2010,,585,CNN / Opinion Research,LV,0,0,2,1,4,,,
1501273,NY,10/1/2010,10/5/2010,,1315,CNN / Opinion Research,RV,0,0,2,2,2.5,,,
1501276,DE,9/27/2010,10/2/2010,,801,Fairleigh Dickinson,LV,0,0,,8,3.5,,,
1501283,CT,10/5/2010,10/5/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,0,3,4,,,
1501284,NV,10/5/2010,10/5/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,2,4,,,
1501286,CT,10/3/2010,10/4/2010,,600,Greenberg Quinlan Rosner,LV,0,0,,,4,,D,
1501291,CO,10/3/2010,10/4/2010,,509,Harstad,LV,0,0,3,13,4.4,,D,
1501293,NH,10/3/2010,10/5/2010,,600,American Research Group,LV,0,0,4,7,4,,,
1501296,MO,10/5/2010,10/5/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,2,4,,,
1501303,IL,9/23/2010,9/26/2010,,604,Global Strategy Group,LV,0,0,6,17,4,,D,
1501304,FL,10/4/2010,10/6/2010,,625,Mason-Dixon,LV,0,0,,10,4,,,
1501315,OH,10/4/2010,10/6/2010,,500,Suffolk,LV,0,0,11,4,4.4,,,
1501332,FL,10/7/2010,10/7/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,3,4,,,
1501334,WA,10/6/2010,10/6/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,3,2,4,,,
1501335,NY,10/1/2010,10/5/2010,,1141,Quinnipiac,LV,0,0,,11,2.9,,,
1501336,NY,10/1/2010,10/5/2010,,1141,Quinnipiac,LV,0,0,1,4,2.9,,,
1501341,WA,9/26/2010,9/27/2010,,500,McLaughlin,LV,0,0,,,4.5,,R,
1501350,NY,10/5/2010,10/7/2010,,627,SurveyUSA,LV,0,0,8,3,4,,,
1501351,NY,10/5/2010,10/7/2010,,627,SurveyUSA,LV,0,0,6,3,4,,,
1501361,OH,10/5/2010,10/8/2010,Online,500,Angus Reid,RV,0,0,6,,4.5,,,
1501362,WI,9/29/2010,10/4/2010,,400,Wood Communications Group,LV,0,0,,8,5,,,
1501367,NC,9/25/2010,9/30/2010,,400,High Point University,A,0,0,4,18,5,,,
1501369,GA,10/6/2010,10/6/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,6,3,4,,,
1501370,CA,10/4/2010,10/6/2010,Online,501,Angus Reid,RV,0,0,6,,4.5,,,
1501375,KY,10/4/2010,10/6/2010,,826,Braun Research,LV,0,0,,17,3.5,,,
1501376,NH,10/10/2010,10/10/2010,IVR,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,2,4.5,,,
1501383,WI,10/4/2010,10/6/2010,,600,Fairbank Maslin,LV,0,0,,,4,,D,
1501408,WI,10/11/2010,10/11/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,0,2,4,,,
1501410,CT,10/9/2010,10/9/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,5,3,,,
1501412,DE,10/9/2010,10/9/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,5,3,,,
1501413,OH,10/9/2010,10/9/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,9,3,,,
1501415,WA,10/9/2010,10/9/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,7,0,3,,,
1501416,NV,10/9/2010,10/9/2010,IVR,1000,Fox News (Pulse Opinion Research),LV,0,0,3,0,3,,,
1501417,WV,10/9/2010,10/10/2010,IVR,1247,PPP,LV,0,0,,7,2.8,,,
1501418,LA,10/10/2010,10/10/2010,IVR,1107,Magellan,LV,0,0,5,9,2.9,,R,
1501419,AZ,10/1/2010,10/10/2010,,555,BRC/Rocky Mountain,RV,0,0,5,25,4.2,,,
1501420,AZ,10/1/2010,10/10/2010,,450,BRC/Rocky Mountain,LV,0,0,3,19,4.7,,,
1501422,NV,10/7/2010,10/9/2010,IVR,504,PPP,LV,0,0,5,1,4.4,,,
1501423,DE,10/8/2010,10/11/2010,,790,Monmouth U.,LV,0,0,,5,3.5,,,
1501428,AK,10/9/2010,10/10/2010,IVR,1678,PPP,LV,0,0,2,4,2.4,,,
1501429,NY,10/5/2010,10/7/2010,Online,500,Angus Reid,RV,0,0,6,,4.5,,,
1501433,FL,10/9/2010,10/10/2010,IVR,448,PPP,LV,0,0,,3,4.6,,,
1501434,WI,10/8/2010,10/11/2010,,451,Ipsos,LV,0,0,,,4.6,,,
1501436,DE,10/10/2010,10/10/2010,IVR,928,Magellan,LV,0,0,3,7,3.27,,,
1501437,OH,10/11/2010,10/11/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,2,7,4,,,
1501439,IL,9/30/2010,10/10/2010,RDD,758,Southern Illinois U.,LV,0,0,7,,3.5,18,,
1501440,IL,10/11/2010,10/11/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,11,2,4,,,
1501442,OR,10/10/2010,10/10/2010,IVR,750,Rasmussen (Pulse Opinion Research),LV,0,0,4,8,4,,,
1501443,IL,9/30/2010,10/10/2010,RDD,1000,Southern Illinois U.,RV,0,0,,,3,,,
1501452,FL,10/6/2010,10/10/2010,,1055,Quinnipiac,LV,0,0,,4,3,,,
1501453,WA,10/7/2010,10/11/2010,,450,Elway,LV,0,0,,5,4.6,,,
1501455,SC,10/5/2010,10/10/2010,RDD,741,Winthrop,LV,0,0,15,14,3.6,,,
1501477,DE,10/8/2010,10/12/2010,RDD,834,CNN / Opinion Research,LV,0,0,4,1,3.5,,,
1501478,DE,10/8/2010,10/12/2010,RDD,1363,CNN / Opinion Research,RV,0,0,5,2,2.5,,,
1501479,WA,10/8/2010,10/12/2010,RDD,850,CNN / Opinion Research,LV,0,0,3,2,3.5,,,
1501480,WA,10/8/2010,10/12/2010,RDD,1340,CNN / Opinion Research,RV,0,0,4,3,2.5,,,
1501481,WV,10/8/2010,10/12/2010,RDD,1273,CNN / Opinion Research,RV,0,0,13,5,3,,,
1501482,WV,10/8/2010,10/12/2010,RDD,783,CNN / Opinion Research,LV,0,0,9,3,3.5,,,
1501483,WI,10/8/2010,10/12/2010,RDD,1372,CNN / Opinion Research,RV,0,0,4,3,2.5,,,
