"startdate","enddate","Democrats","Republicans","Sample","Poll","knownDate"
2011-05-30,2011-06-05,37,43,"3500 LV","Rasmussen Reports",2011-06-07
2011-05-23,2011-05-29,37,43,"3500 LV","Rasmussen Reports",2011-05-31
2011-05-16,2011-05-22,40,42,"3500 LV","Rasmussen Reports",2011-05-24
2011-05-09,2011-05-15,37,44,"3500 LV","Rasmussen Reports",2011-05-17
2011-05-08,2011-05-12,39,37,"lv","Tarrance Group & Lake Research Partners!!Politico, George Washington University",2011-05-14
2011-05-08,2011-05-12,42,42,"1000 LV","Politico/GWU/Battleground",2011-05-14
2011-05-02,2011-05-07,38,41,"3500 LV","Rasmussen Reports",2011-05-09
2011-04-29,2011-05-01,50,45,"a","Opinion Research Corporation!!Cable News Network",2011-05-03
2011-04-29,2011-05-01,48,43,"a","Opinion Research Corporation!!Cable News Network",2011-05-03
2011-04-29,2011-05-01,50,46,"964 RV","CNN/Opinion Research",2011-05-03
2011-04-25,2011-05-01,39,42,"3500 LV","Rasmussen Reports",2011-05-03
2011-04-18,2011-04-24,40,42,"3500 LV","Rasmussen Reports",2011-04-26
2011-04-16,2011-04-17,44,43,"rv","Winston Group!!New Models",2011-04-19
2011-04-11,2011-04-17,39,42,"3500 LV","Rasmussen Reports",2011-04-19
2011-04-07,2011-04-10,46,41,"532 RV","PPP (D)",2011-04-12
2011-04-04,2011-04-10,38,44,"3500 LV","Rasmussen Reports",2011-04-12
2011-03-28,2011-04-03,39,44,"3500 LV","Rasmussen Reports",2011-04-05
2011-03-22,2011-03-28,37,40,"2069 RV","Quinnipiac",2011-03-30
2011-03-26,2011-03-27,43,44,"rv","Winston Group!!New Models",2011-03-29
2011-03-21,2011-03-27,39,43,"3500 LV","Rasmussen Reports",2011-03-29
2011-03-14,2011-03-20,37,45,"3500 LV","Rasmussen Reports",2011-03-22
2011-03-07,2011-03-13,37,46,"3500 LV","Rasmussen Reports",2011-03-15
2011-02-28,2011-03-06,39,45,"3500 LV","Rasmussen Reports",2011-03-08
2011-02-21,2011-02-27,39,45,"3500 LV","Rasmussen Reports",2011-03-01
2011-02-22,2011-02-23,43,44,"rv","Winston Group!!New Models",2011-02-25
2011-02-14,2011-02-20,37,46,"3500 LV","Rasmussen Reports",2011-02-22
2011-02-11,2011-02-14,45,41,"600 RV","PPP (D)",2011-02-16
2011-02-07,2011-02-13,39,45,"3500 LV","Rasmussen Reports",2011-02-15
2011-01-31,2011-02-06,38,45,"3500 LV","Rasmussen Reports",2011-02-08
2011-01-29,2011-01-31,44,45,"rv","Winston Group!!New Models",2011-02-02
2011-01-24,2011-01-30,38,45,"3500 LV","Rasmussen Reports",2011-02-01
2011-01-17,2011-01-23,39,44,"3500 LV","Rasmussen Reports",2011-01-25
2011-01-10,2011-01-16,38,46,"3500 LV","Rasmussen Reports",2011-01-18
2011-01-11,2011-01-12,35,39,"lv","McLaughlin & Associates!!",2011-01-14
2011-01-03,2011-01-09,36,47,"3500 LV","Rasmussen Reports",2011-01-11
2011-12-27,2011-01-02,35,45,"3000 LV","Rasmussen Reports",2011-01-04
2010-12-28,2010-12-29,45,45,"rv","Winston Group!!New Models",2010-12-31
2010-11-27,2010-11-28,43,47,"rv","Winston Group!!New Models",2010-11-30
2010-11-02,2010-11-02,44,48,"RV","Gallup",2010-11-04
2010-10-28,2010-10-31,44,48,"a","Gallup Organization!!USA Today",2010-11-02
2010-10-28,2010-10-31,40,38,"a","Ipsos-Public Affairs!!Reuters",2010-11-02
2010-10-28,2010-10-31,40,55,"1539 LV","Gallup",2010-11-02
2010-10-28,2010-10-31,44,50,"654 LV","Reuters/Ipsos",2010-11-02
2010-10-25,2010-10-31,39,51,"3500 LV","Rasmussen Reports",2010-11-02
2010-10-27,2010-10-30,45,46,"a","Opinion Research Corporation!!Cable News Network",2010-11-01
2010-10-27,2010-10-30,44,43,"a","Princeton Survey Research Associates International, Abt SRBI!!Pew Research Center for the People & the Press",2010-11-01
2010-10-27,2010-10-30,42,48,"1809 LV","Pew Research",2010-11-01
2010-10-27,2010-10-30,42,52,"542 LV","CNN/Opinion Research",2010-11-01
2010-10-25,2010-10-28,46,40,"a","ABC News/Washington Post!!",2010-10-30
2010-10-26,2010-10-28,37,50,"764 LV","FOX News",2010-10-30
2010-10-25,2010-10-28,45,49,"786 LV","ABC News/Wash Post",2010-10-30
2010-10-26,2010-10-26,44,48,"RV","Gallup",2010-10-28
2010-10-24,2010-10-26,44,47,"1000 LV","Bloomberg",2010-10-28
2010-10-21,2010-10-26,43,49,"LV","CBS News/NY Times",2010-10-28
2010-10-22,2010-10-25,43,49,"350 LV","McClatchy/Marist",2010-10-27
2010-10-14,2010-10-24,44,48,"a","Gallup Organization!!",2010-10-26
2010-10-21,2010-10-24,43,44,"a","Gallup Organization!!",2010-10-26
2010-10-21,2010-10-24,46,46,"a","Gallup Organization!!",2010-10-26
2010-10-23,2010-10-24,46,44,"rv","Winston Group!!New Models",2010-10-26
2010-10-18,2010-10-24,39,51,"3500 LV","Rasmussen Reports",2010-10-26
2010-10-14,2010-10-24,41,55,"1989 LV","Gallup (LV Lower Turnout)*",2010-10-26
2010-10-14,2010-10-24,43,52,"1989 LV","Gallup (LV Higher Turnout)*",2010-10-26
2010-10-20,2010-10-21,48,42,"a","Princeton Survey Research Associates International!!Newsweek",2010-10-23
2010-10-20,2010-10-21,48,45,"773 LV","Newsweek",2010-10-23
2010-10-17,2010-10-20,40,45,"lv","Tarrance Group & Lake Research Partners!!Politico, George Washington University",2010-10-22
2010-10-17,2010-10-20,42,47,"1000 LV","Politico/GWU/Battleground",2010-10-22
2010-10-19,2010-10-19,43,48,"RV","Gallup",2010-10-21
2010-10-13,2010-10-18,44,43,"a","Gfk Roper Public Affairs & Corporate Communications!!Associated Press",2010-10-20
2010-10-13,2010-10-18,45,45,"a","Gfk Roper Public Affairs & Corporate Communications!!Associated Press",2010-10-20
2010-10-13,2010-10-18,42,46,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2010-10-20
2010-10-13,2010-10-18,40,50,"1354 LV","Pew Research",2010-10-20
2010-10-13,2010-10-18,43,50,"846 LV","Associated Press/GfK",2010-10-20
2010-10-07,2010-10-17,43,48,"a","Gallup Organization!!",2010-10-19
2010-10-14,2010-10-17,39,46,"a","Gallup Organization!!",2010-10-19
2010-10-14,2010-10-17,43,45,"a","Gallup Organization!!",2010-10-19
2010-10-11,2010-10-17,39,48,"3500 LV","Rasmussen Reports",2010-10-19
2010-10-07,2010-10-17,39,56,"1900 LV","Gallup (LV Lower Turnout)*",2010-10-19
2010-10-07,2010-10-17,42,53,"1900 LV","Gallup (LV Higher Turnout)*",2010-10-19
2010-10-13,2010-10-14,45,45,"rv","Winston Group!!New Models",2010-10-16
2010-10-11,2010-10-13,36,36,"rv","Opinion Dynamics!!Fox News",2010-10-15
2010-10-11,2010-10-13,39,48,"687 LV","FOX News",2010-10-15
2010-10-01,2010-10-12,40,35,"a","Social Science Research Solutions!!Harvard School of Public Health",2010-10-14
2010-10-01,2010-10-12,49,40,"a","Social Science Research Solutions!!Harvard School of Public Health",2010-10-14
2010-10-12,2010-10-12,44,47,"RV","Gallup",2010-10-14
2010-10-07,2010-10-11,43,36,"a","Ipsos-Public Affairs!!Reuters",2010-10-13
2010-10-07,2010-10-11,44,48,"720 LV","Reuters/Ipsos",2010-10-13
2010-10-07,2010-10-10,40,42,"lv","Greenberg Quinlan Rosner Research & Public Opinion Strategies!!National Public Radio",2010-10-12
2010-10-07,2010-10-10,42,43,"lv","Greenberg Quinlan Rosner Research & Public Opinion Strategies!!National Public Radio",2010-10-12
2010-09-30,2010-10-10,44,47,"a","Gallup Organization!!",2010-10-12
2010-10-07,2010-10-10,42,44,"a","Gallup Organization!!",2010-10-12
2010-10-07,2010-10-10,53,40,"a","Gallup Organization!!",2010-10-12
2010-10-07,2010-10-10,40,37,"a","Selzer & Co.!!Bloomberg",2010-10-12
2010-10-07,2010-10-10,42,40,"721 LV","Bloomberg",2010-10-12
2010-10-04,2010-10-10,39,47,"3500 LV","Rasmussen Reports",2010-10-12
2010-09-30,2010-10-10,39,56,"1953 LV","Gallup (LV Lower Turnout)*",2010-10-12
2010-09-30,2010-10-10,41,53,"1953 LV","Gallup (LV Higher Turnout)*",2010-10-12
2010-10-05,2010-10-07,47,46,"a","Opinion Research Corporation!!Cable News Network",2010-10-09
2010-10-05,2010-10-07,45,52,"504 LV","CNN/Opinion Research",2010-10-09
2010-10-01,2010-10-05,40,49,"a","CBS News!!",2010-10-07
2010-10-03,2010-10-05,40,45,"lv","McLaughlin & Associates!!Emergency Committee for Israel",2010-10-07
2010-10-05,2010-10-05,43,46,"RV","Gallup",2010-10-07
2010-10-01,2010-10-05,37,45,"LV","CBS News",2010-10-07
2010-09-30,2010-10-03,47,43,"a","ABC News/Washington Post!!",2010-10-05
2010-09-30,2010-10-03,44,39,"a","ABC News/Washington Post!!",2010-10-05
2010-09-23,2010-10-03,43,46,"a","Gallup Organization!!",2010-10-05
2010-09-23,2010-10-03,32,52,"a","Gallup Organization!!",2010-10-05
2010-09-30,2010-10-03,41,43,"a","Gallup Organization!!",2010-10-05
2010-09-30,2010-10-03,43,47,"a","Gallup Organization!!",2010-10-05
2010-09-30,2010-10-03,43,49,"669 LV","ABC News/Wash Post",2010-10-05
2010-09-27,2010-10-03,42,45,"3500 LV","Rasmussen Reports",2010-10-05
2010-09-23,2010-10-03,40,53,"1882 LV","Gallup (LV Higher Turnout)*",2010-10-05
2010-09-23,2010-10-03,38,56,"1882 LV","Gallup (LV Lower Turnout)*",2010-10-05
2010-09-29,2010-09-30,45,45,"rv","Winston Group!!New Models",2010-10-02
2010-09-29,2010-09-30,48,43,"902 RV","Newsweek",2010-10-02
2010-09-28,2010-09-29,35,40,"rv","Opinion Dynamics!!Fox News",2010-10-01
2010-09-28,2010-09-29,38,44,"900 RV","FOX News",2010-10-01
2010-09-28,2010-09-28,46,46,"RV","Gallup",2010-09-30
2010-09-23,2010-09-26,40,42,"a","Gallup Organization!!",2010-09-28
2010-09-23,2010-09-26,43,46,"a","Gallup Organization!!",2010-09-28
2010-09-20,2010-09-26,46,46,"3000 RV","Gallup",2010-09-28
2010-09-20,2010-09-26,40,46,"3500 LV","Rasmussen Reports",2010-09-28
2010-09-21,2010-09-23,45,49,"a","Opinion Research Corporation!!Cable News Network",2010-09-25
2010-09-21,2010-09-23,44,53,"506 LV","CNN/Opinion Research",2010-09-25
2010-09-19,2010-09-22,40,45,"lv","Tarrance Group & Lake Research Partners!!Politico, George Washington University",2010-09-24
2010-09-19,2010-09-22,42,47,"1000 LV","Politico/GWU/Battleground",2010-09-24
2010-09-21,2010-09-21,46,45,"RV","Gallup",2010-09-23
2010-09-16,2010-09-19,43,39,"a","Ipsos-Public Affairs!!Reuters",2010-09-21
2010-09-16,2010-09-19,46,45,"993 RV","Reuters/Ipsos",2010-09-21
2010-09-13,2010-09-19,38,48,"3500 LV","Rasmussen Reports",2010-09-21
2010-09-13,2010-09-19,46,45,"2925 RV","Gallup",2010-09-21
2010-09-14,2010-09-16,36,41,"rv","Opinion Dynamics!!Fox News",2010-09-18
2010-09-14,2010-09-16,40,46,"900 RV","FOX News",2010-09-18
2010-09-14,2010-09-16,39,44,"800 LV","POS (R)",2010-09-18
2010-09-14,2010-09-16,45,47,"815 RV","McClatchy/Marist",2010-09-18
2010-09-14,2010-09-14,43,48,"RV","Gallup",2010-09-16
2010-09-10,2010-09-14,38,40,"LV","CBS News/NY Times",2010-09-16
2010-09-08,2010-09-13,43,46,"a","Gfk Roper Public Affairs & Corporate Communications!!Associated Press",2010-09-15
2010-09-10,2010-09-13,45,44,"590 RV","PPP (D)",2010-09-15
2010-09-08,2010-09-13,43,53,"LV","Associated Press/GfK",2010-09-15
2010-09-11,2010-09-12,46,43,"rv","Winston Group!!New Models",2010-09-14
2010-09-06,2010-09-12,43,48,"1527 RV","Gallup",2010-09-14
2010-09-06,2010-09-12,38,47,"3500 LV","Rasmussen Reports",2010-09-14
2010-09-07,2010-09-09,43,43,"1000 LV","Politico/GWU/Battleground",2010-09-11
2010-09-07,2010-09-07,46,46,"RV","Gallup",2010-09-09
2010-08-31,2010-09-07,37,42,"1905 RV","Quinnipiac",2010-09-09
2010-08-25,2010-09-06,47,44,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2010-09-08
2010-08-25,2010-09-06,42,39,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2010-09-08
2010-08-25,2010-09-06,43,50,"2053 LV","Pew Research",2010-09-08
2010-09-03,2010-09-05,46,41,"rv","Winston Group!!New Models",2010-09-07
2010-08-30,2010-09-05,46,46,"1651 RV","Gallup",2010-09-07
2010-08-30,2010-09-05,36,48,"3500 LV","Rasmussen Reports",2010-09-07
2010-09-01,2010-09-02,33,42,"rv","Opinion Dynamics!!Fox News",2010-09-04
2010-08-30,2010-09-02,45,47,"a","ABC News/Washington Post!!",2010-09-04
2010-08-30,2010-09-02,41,43,"a","ABC News/Washington Post!!",2010-09-04
2010-09-01,2010-09-02,43,47,"a","Opinion Research Corporation!!Cable News Network",2010-09-04
2010-09-01,2010-09-02,45,49,"a","Opinion Research Corporation!!Cable News Network",2010-09-04
2010-09-01,2010-09-02,45,52,"936 RV","CNN/Opinion Research",2010-09-04
2010-09-01,2010-09-02,37,46,"900 RV","FOX News",2010-09-04
2010-08-30,2010-09-02,40,53,"LV","ABC News/Wash Post",2010-09-04
2010-08-31,2010-08-31,41,51,"RV","Gallup",2010-09-02
2010-08-27,2010-08-30,43,48,"a","Gallup Organization!!USA Today",2010-09-01
2010-08-27,2010-08-30,39,45,"a","Gallup Organization!!USA Today",2010-09-01
2010-08-27,2010-08-30,43,49,"928 RV","USA Today/Gallup",2010-09-01
2010-08-27,2010-08-30,38,36,"1116 RV","National Journal/FD",2010-09-01
2010-08-23,2010-08-29,39,45,"3500 LV","Rasmussen Reports",2010-08-31
2010-08-23,2010-08-29,41,51,"1540 RV","Gallup",2010-08-31
2010-08-25,2010-08-26,45,45,"856 RV","Newsweek",2010-08-28
2010-08-20,2010-08-24,42,38,"a","CBS News!!",2010-08-26
2010-08-24,2010-08-24,44,47,"RV","Gallup",2010-08-26
2010-08-19,2010-08-22,39,38,"a","Ipsos-Public Affairs!!Reuters",2010-08-24
2010-08-19,2010-08-22,45,46,"950 RV","Reuters/Ipsos",2010-08-24
2010-08-16,2010-08-22,44,47,"1600 RV","Gallup",2010-08-24
2010-08-16,2010-08-22,38,47,"3500 LV","Rasmussen Reports",2010-08-24
2010-08-17,2010-08-19,30,13,"a","Social Science Research Solutions!!Pew Hispanic Center",2010-08-21
2010-08-17,2010-08-17,43,50,"RV","Gallup",2010-08-19
2010-08-16,2010-08-17,37,43,"827 LV","Time",2010-08-19
2010-08-11,2010-08-16,41,44,"a","Gfk Roper Public Affairs & Corporate Communications!!Associated Press",2010-08-18
2010-08-11,2010-08-16,43,47,"a","Gfk Roper Public Affairs & Corporate Communications!!Associated Press",2010-08-18
2010-08-11,2010-08-16,45,49,"890 RV","Associated Press/GfK",2010-08-18
2010-08-09,2010-08-15,43,50,"1600 RV","Gallup",2010-08-17
2010-08-09,2010-08-15,36,48,"3500 LV","Rasmussen Reports",2010-08-17
2010-08-11,2010-08-12,45,42,"rv","Winston Group!!New Models",2010-08-14
2010-08-10,2010-08-11,37,44,"900 RV","FOX News",2010-08-13
2010-08-06,2010-08-10,47,45,"a","Opinion Research Corporation!!Cable News Network",2010-08-12
2010-08-10,2010-08-10,43,49,"RV","Gallup",2010-08-12
2010-08-06,2010-08-10,45,48,"935 RV","CNN/Opinion Research",2010-08-12
2010-08-06,2010-08-09,42,45,"606 RV","PPP (D)",2010-08-11
2010-08-02,2010-08-08,39,46,"3500 LV","Rasmussen Reports",2010-08-10
2010-08-02,2010-08-08,43,49,"1600 RV","Gallup",2010-08-10
2010-07-21,2010-08-05,41,35,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life",2010-08-07
2010-08-03,2010-08-05,35,36,"a","CBS News!!",2010-08-07
2010-07-21,2010-08-05,45,44,"2431 RV","Pew Research",2010-08-07
2010-08-03,2010-08-03,43,48,"RV","Gallup",2010-08-05
2010-07-26,2010-08-01,43,48,"1562 RV","Gallup",2010-08-03
2010-07-26,2010-08-01,38,46,"3500 LV","Rasmussen Reports",2010-08-03
2010-07-27,2010-07-28,36,47,"900 RV","FOX News",2010-07-30
2010-07-27,2010-07-27,48,44,"RV","Gallup",2010-07-29
2010-07-22,2010-07-25,42,36,"a","Ipsos-Public Affairs!!Reuters",2010-07-27
2010-07-22,2010-07-25,44,46,"848 RV","Reuters/Ipsos",2010-07-27
2010-07-19,2010-07-25,48,44,"1633 RV","Gallup",2010-07-27
2010-07-19,2010-07-25,36,46,"3500 LV","Rasmussen Reports",2010-07-27
2010-07-16,2010-07-21,44,49,"945 RV","CNN/Opinion Research",2010-07-23
2010-07-20,2010-07-20,49,43,"RV","Gallup",2010-07-22
2010-07-13,2010-07-19,38,43,"2181 RV","Quinnipiac",2010-07-21
2010-07-17,2010-07-18,43,46,"rv","Winston Group!!New Models",2010-07-20
2010-07-12,2010-07-18,49,43,"1535 RV","Gallup",2010-07-20
2010-07-12,2010-07-18,36,45,"3500 LV","Rasmussen Reports",2010-07-20
2010-07-13,2010-07-14,33,38,"rv","Opinion Dynamics!!Fox News",2010-07-16
2010-07-13,2010-07-14,37,41,"900 RV","FOX News",2010-07-16
2010-07-13,2010-07-13,47,46,"RV","Gallup",2010-07-15
2010-07-09,2010-07-12,41,39,"a","CBS News!!",2010-07-14
2010-07-09,2010-07-12,39,40,"a","Selzer & Co.!!Bloomberg",2010-07-14
2010-07-09,2010-07-12,40,48,"875 LV","Bloomberg",2010-07-14
2010-07-09,2010-07-12,43,43,"667 RV","PPP (D)",2010-07-14
2010-07-07,2010-07-11,46,47,"a","ABC News/Washington Post!!",2010-07-13
2010-07-07,2010-07-11,43,42,"a","ABC News/Washington Post!!",2010-07-13
2010-07-07,2010-07-11,45,49,"LV","ABC News/Wash Post",2010-07-13
2010-07-05,2010-07-11,47,46,"1600 RV","Gallup",2010-07-13
2010-07-05,2010-07-11,38,44,"3500 LV","Rasmussen Reports",2010-07-13
2010-07-05,2010-07-08,41,37,"a","CBS News!!",2010-07-10
2010-07-06,2010-07-08,45,44,"rv","Winston Group!!New Models",2010-07-10
2010-07-06,2010-07-06,44,46,"RV","Gallup",2010-07-08
2010-06-28,2010-07-03,44,46,"1600 RV","Gallup",2010-07-05
2010-06-29,2010-06-30,36,38,"rv","Opinion Dynamics!!Fox News",2010-07-02
2010-06-29,2010-06-30,40,42,"900 RV","FOX News",2010-07-02
2010-06-29,2010-06-29,46,45,"RV","Gallup",2010-07-01
2010-06-21,2010-06-27,38,44,"3500 LV","Rasmussen Reports",2010-06-29
2010-06-21,2010-06-27,46,45,"1600 RV","Gallup",2010-06-29
2010-06-22,2010-06-22,46,46,"RV","Gallup",2010-06-24
2010-06-16,2010-06-20,45,45,"1496 RV","Pew Research",2010-06-22
2010-06-14,2010-06-20,46,46,"1600 RV","Gallup",2010-06-22
2010-06-14,2010-06-20,36,44,"3500 LV","Rasmussen Reports",2010-06-22
2010-06-16,2010-06-17,43,44,"rv","Winston Group!!New Models",2010-06-19
2010-06-15,2010-06-15,44,49,"RV","Gallup",2010-06-17
2010-06-11,2010-06-13,44,38,"a","Gallup Organization!!USA Today",2010-06-15
2010-06-11,2010-06-13,49,42,"a","Gallup Organization!!USA Today",2010-06-15
2010-06-10,2010-06-13,42,43,"846 RV","Ipsos/McClatchy",2010-06-15
2010-06-07,2010-06-13,44,49,"1600 RV","Gallup",2010-06-15
2010-06-07,2010-06-13,36,46,"3500 LV","Rasmussen Reports",2010-06-15
2010-06-08,2010-06-09,37,32,"rv","Opinion Dynamics!!Fox News",2010-06-11
2010-06-08,2010-06-09,41,38,"900 RV","FOX News",2010-06-11
2010-06-08,2010-06-08,46,46,"RV","Gallup",2010-06-10
2010-06-04,2010-06-07,43,41,"650 RV","PPP (D)",2010-06-09
2010-06-03,2010-06-06,47,44,"RV","ABC News/Wash Post",2010-06-08
2010-05-31,2010-06-06,46,46,"1600 RV","Gallup",2010-06-08
2010-05-31,2010-06-06,35,44,"3500 LV","Rasmussen Reports",2010-06-08
2010-06-01,2010-06-01,43,49,"RV","Gallup",2010-06-03
2010-05-29,2010-05-30,47,41,"rv","Winston Group!!New Models",2010-06-01
2010-05-24,2010-05-30,43,49,"1600 RV","Gallup",2010-06-01
2010-05-24,2010-05-30,37,44,"3500 LV","Rasmussen Reports",2010-06-01
2010-05-24,2010-05-25,45,43,"a","Gallup Organization!!USA Today",2010-05-27
2010-05-25,2010-05-25,47,46,"RV","Gallup",2010-05-27
2010-05-19,2010-05-24,42,36,"1914 RV","Quinnipiac",2010-05-26
2010-05-21,2010-05-23,48,44,"a","Opinion Research Corporation!!Cable News Network",2010-05-25
2010-05-17,2010-05-23,36,44,"3500 LV","Rasmussen Reports",2010-05-25
2010-05-17,2010-05-23,47,46,"1600 RV","Gallup",2010-05-25
2010-05-19,2010-05-20,45,43,"rv","Winston Group!!New Models",2010-05-22
2010-05-18,2010-05-19,37,35,"rv","Opinion Dynamics!!Fox News",2010-05-21
2010-05-18,2010-05-19,41,41,"900 RV","FOX News",2010-05-21
2010-05-18,2010-05-18,45,46,"RV","Gallup",2010-05-20
2010-05-10,2010-05-16,45,46,"1600 RV","Gallup",2010-05-18
2010-05-10,2010-05-16,38,43,"3500 LV","Rasmussen Reports",2010-05-18
2010-05-11,2010-05-11,46,46,"RV","Gallup",2010-05-13
2010-05-06,2010-05-09,45,42,"905 RV","Ipsos-McClatchy",2010-05-11
2010-05-03,2010-05-08,46,46,"1600 RV","Gallup",2010-05-10
2010-05-03,2010-05-08,38,44,"3500 LV","Rasmussen Reports",2010-05-10
2010-05-04,2010-05-05,35,37,"rv","Opinion Dynamics!!Fox News",2010-05-07
2010-05-04,2010-05-05,38,44,"a","Gallup Organization!!USA Today",2010-05-07
2010-05-04,2010-05-05,40,42,"900 RV","FOX News",2010-05-07
2010-05-04,2010-05-04,45,45,"RV","Gallup",2010-05-06
2010-04-26,2010-05-02,45,45,"1600 RV","Gallup",2010-05-04
2010-04-26,2010-05-02,37,44,"3500 LV","Rasmussen Reports",2010-05-04
2010-04-27,2010-04-27,45,45,"RV","Gallup",2010-04-29
2010-04-22,2010-04-25,48,43,"RV","ABC News/Wash Post",2010-04-27
2010-04-19,2010-04-25,45,45,"1600 RV","Gallup",2010-04-27
2010-04-19,2010-04-25,38,44,"3500 LV","Rasmussen Reports",2010-04-27
2010-04-20,2010-04-21,35,38,"rv","Opinion Dynamics!!Fox News",2010-04-23
2010-04-20,2010-04-21,38,42,"900 RV","FOX News",2010-04-23
2010-04-20,2010-04-20,43,46,"RV","Gallup",2010-04-22
2010-04-12,2010-04-18,43,46,"1600 RV","Gallup",2010-04-20
2010-04-12,2010-04-18,36,46,"3500 LV","Rasmussen Reports",2010-04-20
2010-04-13,2010-04-14,44,44,"rv","Winston Group!!New Models",2010-04-16
2010-04-13,2010-04-13,44,48,"RV","Gallup",2010-04-15
2010-04-09,2010-04-11,50,45,"a","Opinion Research Corporation!!Cable News Network",2010-04-13
2010-04-09,2010-04-11,42,47,"622 RV","PPP (D)",2010-04-13
2010-04-09,2010-04-11,50,46,"907 RV","CNN/Opinion Research",2010-04-13
2010-04-05,2010-04-11,44,48,"1613 RV","Gallup",2010-04-13
2010-04-05,2010-04-11,36,45,"3500 LV","Rasmussen Reports",2010-04-13
2010-04-05,2010-04-08,37,37,"lv","Tarrance Group & Lake Research Partners!!George Washington University",2010-04-10
2010-04-05,2010-04-08,40,41,"1000 LV","GWU/Battleground",2010-04-10
2010-04-06,2010-04-07,35,38,"rv","Opinion Dynamics!!Fox News",2010-04-09
2010-04-06,2010-04-07,39,43,"900 RV","FOX News",2010-04-09
2010-04-06,2010-04-06,46,46,"RV","Gallup",2010-04-08
2010-04-01,2010-04-05,45,46,"950 RV","Ipsos-McClatchy",2010-04-07
2010-03-29,2010-04-04,46,46,"1344 RV","Gallup",2010-04-06
2010-03-29,2010-04-04,38,47,"3500 LV","Rasmussen Reports",2010-04-06
2010-03-30,2010-03-30,44,47,"RV","Gallup",2010-04-01
2010-03-26,2010-03-28,45,47,"a","Gallup Organization!!USA Today",2010-03-30
2010-03-26,2010-03-28,41,44,"a","Gallup Organization!!USA Today",2010-03-30
2010-03-25,2010-03-28,46,48,"a","Opinion Research Corporation!!Cable News Network",2010-03-30
2010-03-26,2010-03-28,45,46,"968 RV","USA Today/Gallup",2010-03-30
2010-03-25,2010-03-28,45,49,"935 RV","CNN/Opinion Research",2010-03-30
2010-03-22,2010-03-28,39,46,"3500 LV","Rasmussen Reports",2010-03-30
